objid,class,u,g,r,i,z,specObjID,spectrum
1237648721754128491,GALAXY,19.96932,18.18193,17.27867,16.8723,16.57776,300790399331493888,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0637.fits
1237648721753997600,GALAXY,19.03704,17.37839,16.6359,16.15605,15.83727,300791223965214720,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0267/spec-0267-51608-0640.fits
1237648720143908977,GALAXY,19.43046,18.59136,18.38678,18.06156,18.08841,301741477308950528,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0001.fits
1237651800160469283,GALAXY,19.90524,18.25099,17.30412,16.83661,16.45813,301742301942671360,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0004.fits
1237648720143909041,GALAXY,19.98151,18.51071,17.61168,17.16275,16.82675,301743951210113024,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0010.fits
1237648720680779989,GALAXY,19.96913,17.96956,16.73965,16.24063,15.87051,301744775843833856,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0013.fits
1237648720680845525,GALAXY,19.34035,17.52839,16.53882,16.07444,15.66857,301745050721740800,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0014.fits
1237654669735756040,GALAXY,19.35509,17.9329,17.16308,16.70595,16.44572,301746974867089408,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0021.fits
1237648720680910946,GALAXY,19.05262,17.89749,17.34278,16.9857,16.78237,301747249744996352,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0022.fits
1237648721217781931,GALAXY,19.97445,18.01457,16.98684,16.47422,16.05088,301747799500810240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0024.fits
1237648721217781947,GALAXY,19.61922,17.8736,17.04269,16.59113,16.24775,301748349256624128,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0026.fits
1237648721217781969,GALAXY,19.74077,17.76715,16.66439,16.21419,15.81084,301749173890344960,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0029.fits
1237651800697405602,GALAXY,19.35676,17.34603,16.43956,15.99801,15.64222,301749448768251904,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0030.fits
1237648721217782065,GALAXY,19.55639,18.24786,17.66316,17.30336,17.06619,301749723646158848,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0031.fits
1237648721217782018,GALAXY,19.90317,18.09056,17.17733,16.69352,16.30496,301750548279879680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0034.fits
1237651800697405595,GALAXY,19.86582,17.78359,16.76628,16.29491,15.92615,301750823157786624,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0035.fits
1237648721217781981,GALAXY,19.94128,19.38678,18.80424,18.5801,18.19912,301751372913600512,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0037.fits
1237651800697405703,GALAXY,19.86462,18.02472,17.16589,16.72359,16.41069,301752197547321344,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0040.fits
1237651800160338237,GALAXY,19.39749,18.32601,17.79931,17.47698,17.28498,301757145349646336,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0058.fits
1237648721217716478,GALAXY,19.26118,17.29224,16.32844,15.88609,15.53137,301757969983367168,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0061.fits
1237648721217716327,GALAXY,19.24885,17.79133,17.1201,16.7172,16.42899,301759619250808832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0067.fits
1237654669735755916,GALAXY,19.85525,18.18643,17.12942,16.59266,16.17993,301760169006622720,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0069.fits
1237648721217716496,GALAXY,19.39549,17.98984,17.4034,17.10522,16.81819,301760718762436608,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0071.fits
1237654670272626852,GALAXY,19.30955,17.87223,17.17302,16.75959,16.40314,301761268518250496,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0073.fits
1237648721217781903,GALAXY,19.25332,17.86674,17.3072,16.94188,16.73679,301762642907785216,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0078.fits
1237648721217716546,GALAXY,19.04217,17.20074,16.28975,15.84786,15.48416,301762917785692160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0079.fits
1237648720143712465,GALAXY,19.5619,17.77023,16.90064,16.52149,16.22106,301763742419412992,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0082.fits
1237648720143646840,GALAXY,19.644,18.41271,17.74733,17.43021,17.16555,301764292175226880,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0084.fits
1237654669198557304,GALAXY,19.84286,17.78678,16.83032,16.42988,16.07076,301765391686854656,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0088.fits
1237654669198557348,GALAXY,19.0863,17.043,16.02728,15.59413,15.23217,301765941442668544,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0090.fits
1237648720680583341,GALAXY,19.39772,18.23438,17.74502,17.41783,17.26247,301766766076389376,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0093.fits
1237654669198557330,GALAXY,19.09705,17.65529,16.88975,16.47019,16.18429,301767590710110208,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0096.fits
1237648721217716445,GALAXY,19.70592,17.64042,16.67315,16.23303,15.86977,301769514855458816,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0103.fits
1237651800697340062,GALAXY,19.13621,17.14988,16.21895,15.7987,15.47646,301770339489179648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0106.fits
1237651800697340087,GALAXY,19.53658,17.38536,16.27785,15.7475,15.34987,301771439000807424,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0110.fits
1237654670272561361,GALAXY,19.62279,17.56013,16.57274,16.0825,15.70238,301771713878714368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0111.fits
1237654670272561365,GALAXY,19.27289,17.24758,16.30954,15.8719,15.52479,301772263634528256,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0113.fits
1237648721217716396,GALAXY,19.05026,17.58933,16.83326,16.41661,16.11765,301773638024062976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0118.fits
1237648721217716259,GALAXY,19.33721,17.50904,16.5316,16.1116,15.7754,301773912901969920,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0119.fits
1237651799623270512,GALAXY,19.46436,17.42337,16.38486,15.89116,15.53161,301774462657783808,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0121.fits
1237654668661620917,GALAXY,19.82487,18.36457,17.62466,17.22426,16.93205,301775012413597696,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0123.fits
1237648720143581522,GALAXY,19.76007,18.35113,17.70457,17.30557,17.05915,301776111925225472,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0127.fits
1237651799623270529,GALAXY,19.4375,17.49203,16.59586,16.18727,15.86208,301776386803132416,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0128.fits
1237654669198491810,GALAXY,19.8961,17.92928,17.03312,16.62306,16.26941,301777211436853248,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0131.fits
1237651800160010485,GALAXY,19.41782,17.68325,16.97691,16.68264,16.45526,301778036070574080,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0134.fits
1237651800160141388,GALAXY,19.88733,17.92579,16.96949,16.5358,16.21302,301779135582201856,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0138.fits
1237651800160141504,GALAXY,19.13114,17.95024,17.45428,17.22734,17.14004,301779410460108800,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0139.fits
1237651800697209048,GALAXY,19.07366,17.82292,17.22526,16.87243,16.6791,301780235093829632,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0142.fits
1237654669735559508,GALAXY,19.67091,18.35697,17.71448,17.34521,17.073,301782159239178240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0149.fits
1237654670272495882,GALAXY,19.3528,17.69923,16.82116,16.39557,16.05144,301784083384526848,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0156.fits
1237648721217519812,GALAXY,19.19543,17.77852,16.92222,16.47907,16.15076,301785732651968512,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0162.fits
1237654669735493825,GALAXY,19.8297,17.97636,17.05544,16.65847,16.3466,301786007529875456,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0163.fits
1237654670272364766,GALAXY,19.36309,18.02369,17.13944,16.68544,16.35588,301786832163596288,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0166.fits
1237651801234014496,GALAXY,19.84627,18.49074,17.73044,17.29686,17.00849,301789031186851840,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0174.fits
1237654670272299182,GALAXY,19.09901,17.91035,17.7553,17.7802,17.92805,301796178012432384,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0200.fits
1237648720143450253,GALAXY,19.86267,17.62041,16.62086,16.19044,15.84386,301796452890339328,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0201.fits
1237651800159944980,GALAXY,19.56505,17.7385,16.71527,16.24484,15.91312,301797277524060160,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0204.fits
1237648720143450249,GALAXY,19.61227,17.8104,16.83091,16.35017,15.98382,301797827279874048,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0206.fits
1237651800160010447,GALAXY,19.60663,17.88443,16.94312,16.53296,16.1736,301798102157780992,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0207.fits
1237648720680386850,GALAXY,19.34421,18.13582,17.53796,17.17036,16.98895,301800850936850432,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0217.fits
1237648720680386864,GALAXY,19.20766,17.44667,16.56769,16.1442,15.85898,301801125814757376,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0218.fits
1237648720680386679,GALAXY,19.80717,18.00595,17.1172,16.69146,16.37835,301801400692664320,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0219.fits
1237648720680386809,GALAXY,19.67446,17.85935,16.93488,16.53244,16.16633,301801675570571264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0220.fits
1237651800696946939,GALAXY,19.4384,18.11621,17.51934,17.17841,16.99768,301801950448478208,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0221.fits
1237651800696946942,GALAXY,19.27422,17.45038,16.53549,16.10822,15.79455,301802500204292096,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0223.fits
1237651801233883405,GALAXY,19.63121,18.19184,17.4684,17.03699,16.78815,301803324838012928,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0226.fits
1237651800697012370,GALAXY,19.51478,18.23545,17.607,17.22974,16.97853,301804149471733760,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0229.fits
1237654669735362907,GALAXY,19.31009,18.16775,17.61959,17.29031,17.03709,301805523861268480,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0234.fits
1237654669735362839,GALAXY,19.32331,17.58218,16.74683,16.34438,16.00344,301806073617082368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0236.fits
1237648720143384777,GALAXY,19.60616,18.42746,17.93454,17.5773,17.42067,301807722884524032,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0242.fits
1237648720143384799,GALAXY,19.50962,17.33943,16.23802,15.74614,15.35776,301807997762430976,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0243.fits
1237654668661358842,GALAXY,19.99541,18.22503,17.27814,16.84884,16.53379,301809097274058752,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0247.fits
1237654668661424334,GALAXY,19.86551,17.95621,16.91683,16.46964,16.08739,301809372151965696,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0248.fits
1237648720143450191,GALAXY,19.13801,17.97712,17.47548,17.14358,16.96813,301810746541500416,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0253.fits
1237654668661424258,GALAXY,19.35755,18.22268,17.6806,17.28011,17.12327,301811846053128192,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0257.fits
1237654670272168092,GALAXY,19.28734,17.69042,16.80425,16.39672,16.05532,301813220442662912,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0262.fits
1237654669735231731,GALAXY,19.20362,17.58155,16.66023,16.18241,15.81545,301814045076383744,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0265.fits
1237651800696946882,GALAXY,19.09146,17.48451,16.70422,16.28477,15.97938,301814869710104576,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0268.fits
1237654669735231754,GALAXY,19.59675,17.49628,16.49659,16.03772,15.65896,301816518977546240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0274.fits
1237648721217257701,GALAXY,19.57007,18.41105,17.7866,17.40476,17.21591,301817893367080960,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0279.fits
1237651799622811844,GALAXY,19.09048,18.07473,17.80046,17.4807,17.5068,301818992878708736,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0283.fits
1237651799622943024,GALAXY,19.67308,18.28312,17.4981,17.07122,16.74587,301819817512429568,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0286.fits
1237648720143122520,GALAXY,19.27282,18.13492,17.66335,17.36722,17.18057,301820367268243456,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0288.fits
1237648720680190139,GALAXY,19.42916,17.6735,16.73088,16.24494,15.87737,301821466779871232,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0292.fits
1237650795147296873,GALAXY,19.48124,17.43871,16.38551,15.90948,15.53206,301822016535685120,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0294.fits
1237651800696815807,GALAXY,19.4724,17.83725,17.06774,16.67512,16.38547,301826689460103168,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0311.fits
1237650795684168020,GALAXY,19.41903,17.6888,16.83317,16.41274,16.07078,301828338727544832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0317.fits
1237650797294715165,GALAXY,19.94571,18.88787,18.57505,18.2667,18.15143,301831362384521216,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0328.fits
1237651801770230089,GALAXY,19.61262,18.06538,16.98834,16.36906,15.91117,301836035308939264,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0345.fits
1237648721753735482,GALAXY,19.37619,18.17631,17.43552,17.02564,16.71688,301837959454287872,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0352.fits
1237651801233293622,GALAXY,19.52838,17.49109,16.57729,16.1604,15.84511,301838234332194816,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0353.fits
1237651801770295423,GALAXY,19.17277,17.01956,15.99014,15.51661,15.13089,301838509210101760,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0354.fits
1237651801770230057,GALAXY,19.2995,17.27563,16.21284,15.72975,15.34909,301839058965915648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0356.fits
1237648722290802804,GALAXY,19.63617,17.67162,16.7734,16.37296,16.04556,301839883599636480,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0359.fits
1237651752923037869,GALAXY,19.45063,17.455,16.46865,16.04761,15.68494,301840983111264256,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0363.fits
1237651752923103392,GALAXY,19.27911,17.89317,17.19883,16.84211,16.57659,301841807744985088,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0366.fits
1237651752386101411,GALAXY,19.26565,17.3777,16.51269,16.10095,15.7633,301842632378705920,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0369.fits
1237651752386232431,GALAXY,19.83295,17.81757,16.94018,16.52042,16.19363,301843182134519808,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0371.fits
1237648722827804876,GALAXY,19.46888,18.28435,17.80797,17.5585,17.35944,301843457012426752,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0372.fits
1237651752923037815,GALAXY,19.1026,17.28404,16.40242,16.01302,15.67911,301844281646147584,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0375.fits
1237648722827739232,GALAXY,19.08585,17.66315,17.14394,16.84957,16.73189,301845381157775360,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0379.fits
1237651752386167108,GALAXY,19.29772,17.99537,17.52418,17.27072,17.11163,301845656035682304,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0380.fits
1237648722290999499,GALAXY,19.53975,18.46164,17.67111,17.24239,17.01337,301845930913589248,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0381.fits
1237651801770623128,GALAXY,19.92409,18.26054,17.37292,16.95729,16.6743,301846480669403136,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0383.fits
1237651801233752151,GALAXY,19.86068,18.28517,17.38153,16.87378,16.53049,301847305303123968,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0386.fits
1237648722290934014,GALAXY,19.94118,18.34051,17.56341,17.20252,16.95087,301850054082193408,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0396.fits
1237648721753932060,GALAXY,19.47651,17.6189,16.79434,16.39361,16.1004,301850328960100352,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0397.fits
1237654670808842564,GALAXY,19.75112,18.97456,18.35599,17.94992,17.85176,301850878715914240,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0399.fits
1237648721753997587,GALAXY,19.64485,17.71992,16.85086,16.44509,16.12017,301851153593821184,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0400.fits
1237651752923168949,GALAXY,19.71403,17.83055,16.97265,16.59605,16.31074,301851703349635072,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0402.fits
1237648722291065049,GALAXY,19.14855,17.80437,17.23663,16.93042,16.68193,301851978227542016,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0403.fits
1237653663647924369,GALAXY,19.34306,18.32124,17.79225,17.38825,17.22176,301853077739169792,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0407.fits
1237648722290999349,GALAXY,19.41178,18.14165,17.26537,16.77312,16.50002,301853627494983680,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0409.fits
1237653663647924379,GALAXY,19.22582,17.80465,17.06399,16.66961,16.42684,301854452128704512,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0412.fits
1237648722290999466,GALAXY,19.26257,17.73534,17.02594,16.65186,16.35955,301854727006611456,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0413.fits
1237651752386298112,GALAXY,19.58055,18.03671,17.30225,16.98374,16.66202,301855551640332288,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0416.fits
1237653663647924434,GALAXY,19.87378,17.71096,16.94054,16.46687,16.14744,301855826518239232,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0417.fits
1237648721754128586,GALAXY,19.151,17.5872,16.64994,16.19477,15.84553,301858025541494784,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0425.fits
1237648722290999549,GALAXY,19.38538,17.80342,17.04012,16.58674,16.27482,301859125053122560,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0429.fits
1237651801233752248,GALAXY,19.92521,18.0041,17.1159,16.70341,16.37399,301859399931029504,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0430.fits
1237648722291065018,GALAXY,19.61468,18.11074,17.42559,16.98768,16.67344,301860499442657280,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0434.fits
1237651801770623195,GALAXY,19.67443,17.83694,16.84804,16.37541,16.00977,301861324076378112,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0437.fits
1237651801233752266,GALAXY,19.90614,18.19563,17.30731,16.8646,16.57976,301862148710098944,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0440.fits
1237651752386429055,GALAXY,19.36553,17.90388,17.2338,16.8594,16.64255,301862698465912832,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0442.fits
1237648722291196011,GALAXY,19.43513,18.24456,17.44732,16.99553,16.6956,301862973343819776,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0443.fits
1237651752386298080,GALAXY,19.90141,17.93682,16.99631,16.55743,16.24537,301864072855447552,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0447.fits
1237648722828001501,GALAXY,19.53169,17.5549,16.49322,16.0598,15.69932,301865447244982272,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0452.fits
1237648722291130535,GALAXY,19.5545,18.40862,17.68125,17.18966,16.93138,301869020657772544,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0465.fits
1237648721754194216,GALAXY,19.50296,17.60616,16.69336,16.25904,15.9145,301871219681028096,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0473.fits
1237648721754259703,GALAXY,19.91563,18.30852,17.56877,17.19152,16.94018,301872319192655872,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0477.fits
1237651801770754287,GALAXY,19.82655,18.26493,17.41296,16.96146,16.65476,301873143826376704,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0480.fits
1237651801770819744,GALAXY,19.14646,17.20663,16.24115,15.81905,15.46948,301873418704283648,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0481.fits
1237651801770819617,GALAXY,19.08747,17.59223,16.59731,16.15837,15.80311,301873968460097536,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0483.fits
1237648721754390963,GALAXY,19.38962,18.11589,17.59585,17.26856,17.03682,301874518215911424,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0485.fits
1237651801770819724,GALAXY,19.3824,17.81743,17.24421,16.97999,16.73932,301874793093818368,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0486.fits
1237651801233948916,GALAXY,19.23683,17.53239,16.65579,16.19401,15.81507,301876167483353088,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0491.fits
1237648722291196127,GALAXY,19.13611,17.13307,16.15467,15.72316,15.36087,301876442361260032,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0492.fits
1237648721754390765,GALAXY,19.28498,18.26913,17.56581,17.1694,16.91188,301877541872887808,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0496.fits
1237651801233883399,GALAXY,19.80788,17.91154,17.00562,16.61553,16.31289,301877816750794752,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0497.fits
1237651801233948845,GALAXY,19.24116,18.21097,17.6187,17.29213,17.10987,301878366506608640,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0499.fits
1237651801770950747,GALAXY,19.87674,18.00967,17.13327,16.70855,16.42297,301881665041491968,http://data.sdss3.org/sas/dr9/sdss/spectro/redux/26/spectra/0268/spec-0268-51633-0511.fits
